device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_percent
7,4000,4.6,7.9,31.3,66.2,1,2.8,8.3,High,Good,8,10.0,2.85,79.09
44,5000,5.8,8.8,32.5,60.0,6,5.4,1.1,Low,Good,5,10.0,3.32,50.94
21,4000,7.4,11.5,34.0,51.3,2,1.2,8.7,Medium,Good,7,10.0,3.35,68.91
3,4000,6.3,11.2,32.5,86.1,2,5.3,13.0,High,Good,7,10.0,3.31,78.96
39,5000,6.7,8.5,32.8,53.7,2,3.3,14.7,Low,Poor,7,10.0,3.23,55.82
2,4500,2.2,3.0,32.5,43.3,6,2.7,12.5,Low,Moderate,6,10.0,3.1,80.42
28,4000,9.8,14.7,33.3,62.6,6,2.4,5.2,High,Moderate,5,10.0,3.29,61.13
40,4000,2.2,3.6,32.7,50.5,2,9.3,7.5,Low,Good,7,10.0,3.66,56.72
28,5000,5.8,7.5,30.5,55.5,5,1.6,2.0,High,Poor,6,10.0,2.56,67.96
33,4500,5.2,8.7,32.1,29.8,0,8.9,13.4,Low,Good,9,10.0,3.5,62.86
33,4500,5.3,6.8,34.5,16.9,1,1.0,5.5,High,Moderate,9,10.0,3.45,62.06
27,4500,7.2,9.6,32.1,45.0,2,1.0,11.9,Medium,Good,7,10.0,2.9,63.81
12,5000,4.1,5.9,34.9,71.1,6,8.1,12.2,Medium,Moderate,5,10.0,4.08,69.05
14,3000,4.6,8.8,30.3,41.9,7,4.4,5.6,High,Moderate,5,10.0,2.73,73.09
22,3000,3.2,7.4,26.6,28.4,1,2.6,11.4,High,Moderate,8,10.0,1.73,78.14
43,4000,7.7,12.1,31.7,53.0,6,2.1,19.1,Medium,Good,5,10.0,2.87,53.22
25,4000,6.0,8.8,28.7,70.1,7,7.4,8.2,Medium,Moderate,5,10.0,2.58,63.96
3,4000,6.8,10.3,31.0,41.8,1,5.2,15.4,Medium,Poor,8,10.0,2.95,83.67
25,3000,7.1,11.0,33.8,95.0,6,1.6,11.3,Medium,Good,5,10.0,3.34,62.39
39,5000,9.5,15.7,31.7,39.4,3,1.6,11.5,Low,Good,6,10.0,2.86,59.59
8,4000,9.1,12.5,30.4,80.0,7,7.9,9.5,Medium,Good,4,10.0,3.03,73.22
4,5000,6.1,10.4,34.8,40.5,6,1.4,14.7,Medium,Good,6,10.0,3.57,74.42
31,4000,5.8,7.3,30.8,55.3,0,1.6,9.2,Low,Good,8,10.0,2.64,66.64
19,5000,4.4,6.2,32.3,66.4,6,7.8,13.0,Low,Good,6,10.0,3.45,65.54
10,5000,7.0,10.5,34.2,70.8,3,3.0,14.7,Low,Good,6,10.0,3.53,70.31
14,3000,6.9,10.8,31.9,62.9,4,2.0,15.1,Medium,Good,5,10.0,2.93,72.89
31,5000,4.0,6.1,33.0,39.2,4,5.1,12.8,High,Good,7,10.0,3.42,64.09
27,4500,6.9,10.6,34.7,48.4,5,4.5,13.8,Medium,Good,6,10.0,3.77,62.73
21,3000,7.5,11.3,29.4,36.5,4,3.3,10.1,High,Good,6,10.0,2.45,68.46
40,4000,3.3,3.4,26.0,92.1,7,0.9,7.9,Low,Poor,4,10.0,1.46,60.56
16,3000,5.9,9.4,34.7,25.0,3,4.4,11.6,Low,Good,7,10.0,3.76,70.98
25,4500,5.4,8.9,30.7,36.2,1,5.6,11.7,Low,Moderate,8,10.0,2.93,66.98
43,4500,5.5,9.6,30.8,46.6,7,4.3,11.7,Medium,Moderate,5,10.0,2.84,54.75
6,5000,3.6,7.2,26.8,94.4,7,2.8,15.6,High,Moderate,4,10.0,1.81,79.24
41,4500,1.8,3.2,31.2,60.1,7,5.5,10.2,Medium,Moderate,4,10.0,3.03,55.28
25,4500,4.0,7.4,28.9,16.9,5,3.1,3.2,Medium,Good,7,10.0,2.31,69.91
24,4500,3.7,5.6,28.8,55.6,4,1.4,0.0,Low,Moderate,7,10.0,2.15,73.56
9,4500,6.2,7.9,30.0,64.8,5,2.3,10.9,Low,Moderate,6,10.0,2.49,74.52
44,4000,6.2,10.3,33.0,18.3,4,3.6,15.1,Low,Moderate,7,10.0,3.29,56.16
18,4000,6.1,9.9,31.3,87.1,3,6.6,9.0,Low,Moderate,5,10.0,3.12,68.25
10,3000,2.7,4.1,31.7,49.2,6,7.7,19.4,Low,Good,6,10.0,3.3,74.09
12,5000,3.3,4.8,24.9,19.4,1,3.5,10.8,Low,Good,8,10.0,1.41,85.64
7,4000,4.3,6.9,35.3,33.1,4,3.9,22.0,Medium,Good,7,10.0,3.86,76.96
39,4500,5.5,8.0,33.6,70.8,0,2.4,9.6,Medium,Good,8,10.0,3.37,55.05
3,5000,4.8,7.7,31.6,78.3,7,0.7,17.9,High,Poor,5,10.0,2.75,78.24
46,4000,6.1,8.3,30.1,70.0,4,1.5,8.0,Medium,Good,5,10.0,2.46,54.03
30,3000,7.5,10.4,32.9,82.8,3,3.4,15.4,Low,Good,6,10.0,3.27,61.79
27,4500,3.5,3.9,31.0,47.5,3,3.7,13.0,Low,Poor,8,10.0,2.84,68.74
10,5000,3.6,7.6,28.4,83.4,7,3.4,11.8,High,Good,4,10.0,2.22,75.71
42,4000,5.8,8.7,26.5,53.4,0,1.2,11.8,Low,Poor,8,10.0,1.61,64.81
0,5000,5.3,9.2,29.6,49.8,6,5.0,17.1,High,Moderate,5,10.0,2.61,80.74
48,4000,7.0,9.4,28.9,23.2,1,0.4,9.2,High,Good,8,10.0,2.11,58.76
46,3000,5.5,8.1,31.4,78.8,0,6.7,10.6,Low,Poor,8,10.0,3.18,52.32
37,4500,9.0,14.0,35.9,43.8,5,5.4,23.7,Medium,Poor,6,10.0,4.12,51.93
23,3000,2.3,5.0,28.4,86.6,4,3.2,12.8,Medium,Poor,5,10.0,2.19,66.02
46,4500,7.2,10.2,31.4,72.1,3,1.7,16.3,Medium,Moderate,6,10.0,2.78,51.49
30,4500,5.9,8.4,35.3,10.5,1,1.6,8.9,High,Poor,9,10.0,3.69,66.8
40,5000,2.7,3.2,30.6,58.5,7,3.8,7.4,Medium,Good,5,10.0,2.77,56.24
45,4000,1.4,3.0,30.1,50.8,4,1.6,13.9,High,Moderate,7,10.0,2.47,58.16
25,3000,3.2,3.9,38.2,50.4,0,9.8,11.2,High,Good,8,10.0,4.98,62.43
48,3000,7.9,10.4,30.4,14.4,6,9.4,9.1,Low,Good,6,10.0,3.14,56.26
4,3000,7.7,11.8,32.1,47.8,5,6.7,1.7,Low,Good,6,10.0,3.31,80.09
19,5000,5.2,8.5,32.7,54.9,4,9.0,1.1,Medium,Poor,6,10.0,3.64,66.99
40,5000,4.8,6.0,29.8,39.6,0,9.8,0.4,Low,Good,8,10.0,3.01,61.64
10,5000,3.8,5.0,33.2,24.3,6,3.5,11.8,Medium,Good,6,10.0,3.33,74.82
32,4500,5.1,7.6,33.9,15.1,2,4.7,4.7,High,Moderate,8,10.0,3.59,63.6
37,3000,4.6,8.5,31.6,76.0,2,4.5,1.4,Low,Good,7,10.0,3.05,57.01
26,4500,8.9,10.5,35.9,69.9,3,10.0,5.7,Medium,Moderate,7,10.0,4.45,57.54
33,3000,3.0,5.0,29.8,49.2,6,5.1,0.5,Low,Good,6,10.0,2.68,62.62
14,3000,6.3,10.1,32.2,58.7,6,5.6,7.0,Low,Good,5,10.0,3.26,72.37
31,4000,9.0,12.8,31.9,27.7,1,6.4,6.7,High,Moderate,8,10.0,3.25,67.05
20,3000,7.0,10.2,29.6,65.6,3,2.1,12.5,Low,Moderate,6,10.0,2.4,72.85
45,5000,3.3,5.2,33.8,24.1,7,4.0,10.8,Medium,Good,6,10.0,3.52,53.48
4,5000,2.4,3.6,26.9,54.6,4,7.1,7.6,Low,Good,7,10.0,2.14,82.08
5,5000,6.0,10.8,35.0,72.5,5,8.1,13.3,High,Moderate,6,10.0,4.12,71.5
37,4000,5.8,8.8,32.4,68.7,2,6.1,3.8,High,Good,7,10.0,3.36,59.97
21,4000,8.0,12.8,36.0,95.4,3,2.2,7.6,High,Moderate,7,10.0,3.9,64.23
17,4500,6.6,10.3,33.0,59.6,0,1.5,6.1,Medium,Good,8,10.0,3.15,69.95
13,3000,4.5,7.5,31.1,79.7,1,2.5,9.7,High,Good,7,10.0,2.78,70.92
9,3000,4.4,5.8,33.5,35.0,2,6.6,0.0,High,Good,8,10.0,3.64,79.03
45,5000,2.9,4.5,26.8,68.3,1,0.5,21.4,Medium,Good,7,10.0,1.63,60.08
12,5000,5.8,8.6,28.7,92.8,1,1.0,11.8,Medium,Good,6,10.0,2.11,74.44
30,5000,2.7,3.3,28.8,57.4,2,1.2,11.9,Medium,Moderate,8,10.0,2.15,68.81
29,5000,7.3,11.9,33.6,48.6,0,5.4,0.0,Medium,Good,9,10.0,3.58,63.18
2,5000,6.7,8.0,29.9,49.5,6,3.5,11.1,Medium,Moderate,5,10.0,2.56,81.67
29,5000,6.6,11.3,27.9,62.9,7,0.4,8.9,Low,Moderate,5,10.0,1.87,64.16
5,3000,2.9,3.0,30.2,55.4,6,11.1,15.6,High,Poor,7,10.0,3.21,76.59
28,4000,5.2,7.6,27.5,22.5,5,4.0,8.6,Medium,Good,7,10.0,2.05,69.56
7,5000,4.7,8.0,32.2,54.4,0,4.0,8.2,High,Good,8,10.0,3.14,76.02
43,3000,5.7,7.4,32.0,81.5,6,15.8,9.7,Low,Good,5,10.0,3.99,52.65
44,5000,6.6,10.3,30.5,66.2,7,2.1,16.9,Low,Good,4,10.0,2.62,54.57
42,4500,4.5,7.0,28.3,81.1,0,10.6,2.1,Medium,Good,7,10.0,2.73,60.64
43,4500,4.5,7.1,35.2,36.7,1,5.4,1.3,High,Good,8,10.0,3.94,57.58
32,3000,6.9,9.9,32.6,50.6,6,10.4,0.0,High,Good,5,10.0,3.72,61.85
16,4000,3.2,4.4,31.2,55.8,0,1.7,15.4,Low,Good,8,10.0,2.75,76.22
47,4500,4.0,4.4,27.8,59.1,4,4.2,14.8,Low,Good,7,10.0,2.12,59.35
10,4500,5.5,8.2,31.3,76.9,5,8.3,4.0,Low,Good,5,10.0,3.25,73.35
12,4000,7.3,11.9,34.9,70.3,4,3.9,2.9,Medium,Poor,6,10.0,3.78,69.12
10,4500,3.6,4.9,29.9,97.1,0,2.4,14.8,Medium,Good,8,10.0,2.48,77.42
30,5000,9.1,13.2,31.1,81.9,7,5.0,2.8,Low,Moderate,5,10.0,2.97,61.05
27,4000,2.8,5.8,30.4,26.9,0,2.9,8.6,High,Good,10,10.0,2.64,73.33
43,4500,8.6,12.7,32.3,38.3,2,3.0,7.3,Medium,Good,6,10.0,3.09,53.98
5,4000,7.9,12.2,32.7,10.5,7,2.4,26.3,High,Moderate,5,10.0,3.15,78.4
40,5000,2.6,4.5,33.2,31.5,7,2.1,9.2,Low,Good,5,10.0,3.24,59.12
15,4500,2.2,3.2,32.0,27.8,2,7.8,16.4,Medium,Good,7,10.0,3.39,73.24
3,3000,6.9,11.1,32.5,59.7,3,0.2,12.3,Low,Good,7,10.0,2.93,80.33
34,4500,4.7,8.1,30.4,23.4,1,2.7,7.6,Medium,Good,9,10.0,2.63,67.15
47,4500,3.5,6.1,31.4,41.9,1,1.3,7.1,High,Moderate,8,10.0,2.75,58.21
25,5000,9.1,14.7,33.5,23.4,2,2.0,10.4,Low,Good,6,10.0,3.3,64.3
11,3000,3.1,3.0,28.5,61.2,4,5.0,10.4,High,Moderate,7,10.0,2.36,77.53
10,3000,4.0,4.9,32.7,46.6,3,4.0,7.5,High,Good,6,10.0,3.27,78.09
36,3000,4.3,5.9,31.8,38.0,2,5.2,12.8,High,Good,8,10.0,3.14,60.86
24,5000,1.0,3.0,25.6,40.7,7,2.0,10.2,Medium,Poor,5,10.0,1.46,74.22
17,5000,5.7,7.8,29.6,52.3,5,1.3,6.5,High,Good,5,10.0,2.34,75.15
18,5000,3.7,6.4,29.1,89.6,5,1.4,8.2,High,Moderate,5,10.0,2.23,69.11
22,5000,7.1,10.8,33.8,64.1,6,0.8,12.5,Medium,Moderate,5,10.0,3.28,63.12
37,5000,7.4,10.9,31.6,88.3,3,1.9,4.7,Low,Moderate,5,10.0,2.85,54.17
17,3000,6.0,8.7,36.4,56.0,1,2.4,4.7,High,Good,8,10.0,4.0,68.34
25,4000,6.0,8.6,32.5,93.3,7,3.0,3.6,Medium,Good,5,10.0,3.15,64.31
5,5000,5.8,8.5,35.6,34.9,5,1.5,8.2,Low,Moderate,6,10.0,3.75,76.56
3,4000,4.1,7.5,30.2,59.1,1,8.3,8.8,Medium,Good,7,10.0,3.0,81.96
43,4500,4.3,4.6,32.0,31.2,5,6.5,4.4,Medium,Moderate,7,10.0,3.28,60.26
28,4500,8.1,13.5,33.2,28.6,1,4.5,10.0,Medium,Good,7,10.0,3.42,66.86
33,5000,7.0,12.7,28.4,55.2,4,0.1,10.0,Low,Good,7,10.0,1.98,63.83
16,4500,5.9,10.1,31.9,68.6,2,2.0,14.6,Low,Good,6,10.0,2.93,73.22
42,4000,6.7,9.1,35.7,20.7,7,1.4,14.5,High,Moderate,5,10.0,3.77,53.55
42,4500,5.4,7.6,29.3,20.1,5,1.5,0.0,High,Good,7,10.0,2.29,64.81
15,4500,5.9,9.8,30.5,37.1,5,4.1,11.4,High,Good,6,10.0,2.77,75.54
1,4000,6.7,9.8,34.2,79.3,5,1.2,0.1,High,Moderate,5,10.0,3.4,78.74
33,4500,1.4,3.0,25.7,40.1,6,1.9,12.8,High,Moderate,6,10.0,1.47,69.1
7,5000,7.3,10.9,34.5,35.0,3,2.8,12.7,Low,Good,6,10.0,3.6,75.38
12,4000,7.2,9.6,29.5,84.1,6,1.5,5.0,Medium,Moderate,5,10.0,2.32,71.54
41,4000,3.9,5.8,31.5,42.0,2,7.2,11.7,High,Poor,7,10.0,3.23,59.6
7,3000,8.0,10.8,36.3,72.9,1,11.5,4.8,Medium,Poor,7,10.0,4.66,68.83
29,3000,1.1,3.0,30.2,86.2,7,7.9,9.3,Medium,Moderate,5,10.0,2.97,59.88
31,4000,6.2,8.5,34.4,62.2,1,2.2,10.4,High,Good,7,10.0,3.52,60.55
35,4000,5.6,8.4,25.9,67.1,2,3.1,8.7,Medium,Moderate,7,10.0,1.61,62.75
46,3000,4.9,6.9,33.6,62.0,0,0.8,13.7,Medium,Moderate,9,10.0,3.23,54.48
29,5000,5.5,8.7,32.2,21.7,0,4.5,6.1,Medium,Good,8,10.0,3.2,70.11
0,4500,6.7,10.8,28.1,86.3,2,0.2,12.5,Medium,Good,6,10.0,1.91,80.94
42,4500,1.9,3.1,31.8,49.1,1,0.7,3.8,Medium,Moderate,8,10.0,2.82,61.32
38,4500,7.5,10.6,32.8,39.5,5,4.2,0.0,Medium,Moderate,5,10.0,3.3,58.73
16,4000,4.7,6.5,30.8,42.3,7,5.3,1.4,Medium,Good,6,10.0,2.92,70.64
19,5000,7.5,13.7,35.1,54.1,3,1.7,5.0,Medium,Good,6,10.0,3.65,69.41
23,3000,6.8,11.1,33.1,64.2,0,3.6,13.3,Medium,Good,8,10.0,3.32,65.98
21,5000,4.6,6.8,32.3,74.4,5,8.0,12.7,Medium,Good,6,10.0,3.47,63.05
28,5000,5.3,7.4,32.5,69.9,6,0.8,8.9,Low,Good,5,10.0,2.97,62.26
21,4500,5.5,6.7,32.0,41.6,5,10.8,0.0,Low,Moderate,6,10.0,3.62,72.06
43,3000,8.7,14.2,33.9,29.6,5,10.3,19.1,Low,Good,6,10.0,4.02,50.27
8,5000,3.2,4.1,29.0,70.0,2,7.1,2.4,Medium,Good,6,10.0,2.64,81.89
36,3000,4.6,8.0,28.2,42.8,4,4.1,11.8,High,Good,7,10.0,2.22,61.46
9,4000,2.3,4.3,32.3,71.4,2,4.4,8.0,High,Good,6,10.0,3.2,77.48
35,4500,5.7,10.0,33.9,51.1,1,2.0,12.0,Low,Good,8,10.0,3.4,60.9
36,3000,4.3,7.1,31.4,76.1,6,1.3,16.6,Medium,Good,6,10.0,2.75,59.16
27,4000,4.5,6.5,28.1,16.6,7,4.5,10.9,High,Moderate,5,10.0,2.23,68.17
27,4000,8.5,12.7,32.3,34.5,7,9.6,13.5,High,Moderate,6,10.0,3.6,59.83
41,4000,3.9,5.8,26.5,18.8,7,4.5,25.4,Medium,Good,5,10.0,1.85,61.51
42,5000,5.2,7.5,33.0,64.4,7,0.8,15.1,Medium,Good,6,10.0,3.09,54.3
20,5000,4.6,5.3,32.4,9.8,2,6.1,1.9,Low,Good,9,10.0,3.35,72.69
23,4500,4.7,4.9,35.6,18.4,0,0.3,0.0,Medium,Good,8,10.0,3.67,73.29
41,4500,11.0,17.3,34.4,38.2,0,5.6,12.7,Low,Good,8,10.0,3.79,55.75
39,4000,2.0,3.0,32.1,73.6,7,11.5,7.7,Medium,Moderate,6,10.0,3.7,53.29
1,4500,6.8,11.1,32.1,44.1,5,8.1,14.0,Medium,Good,6,10.0,3.43,79.38
7,5000,10.4,15.2,32.2,73.8,2,3.7,0.0,High,Poor,7,10.0,3.11,74.01
47,4500,7.7,11.5,32.3,51.5,5,3.7,15.8,Medium,Good,6,10.0,3.16,51.48
26,3000,5.6,9.3,34.0,36.4,3,12.2,9.5,Low,Moderate,7,10.0,4.19,62.34
21,5000,3.2,6.3,27.0,59.7,2,1.4,20.4,Medium,Moderate,7,10.0,1.74,71.99
36,4000,8.1,11.8,33.9,41.3,3,12.7,10.0,Low,Poor,7,10.0,4.2,57.27
26,4000,7.4,10.1,31.8,30.3,6,2.6,12.7,High,Good,6,10.0,2.96,63.92
28,4500,2.4,4.9,32.7,55.6,7,15.0,8.1,High,Moderate,6,10.0,4.1,59.97
2,5000,4.9,7.0,29.4,76.9,0,0.4,7.7,Low,Good,7,10.0,2.22,85.14
43,4000,3.1,4.1,25.5,37.3,6,1.7,11.5,Low,Good,6,10.0,1.41,64.24
12,4000,1.0,3.0,29.6,36.0,4,1.9,8.5,High,Good,7,10.0,2.37,79.97
44,5000,3.0,3.8,31.7,77.1,3,7.6,7.0,Medium,Good,6,10.0,3.29,55.97
9,5000,5.7,9.3,32.2,28.7,2,4.6,11.8,Medium,Poor,8,10.0,3.18,78.98
35,4000,6.7,8.7,31.5,57.1,1,2.3,7.1,Medium,Good,7,10.0,2.86,62.42
8,4500,4.9,7.4,34.4,61.8,1,3.6,12.0,Medium,Good,7,10.0,3.64,76.97
26,4500,8.2,12.6,35.1,76.5,2,12.1,2.1,Medium,Moderate,7,10.0,4.43,59.16
33,4500,7.6,10.7,35.4,55.8,0,2.3,10.0,Low,Good,7,10.0,3.77,60.67
0,3000,5.2,9.5,36.5,39.2,7,4.6,9.0,Low,Good,6,10.0,4.19,75.1
31,5000,5.0,8.4,35.9,52.2,0,6.8,0.0,Medium,Good,8,10.0,4.22,63.44
24,4000,6.3,8.9,29.2,46.4,0,7.4,3.9,High,Good,9,10.0,2.71,70.57
28,3000,5.5,8.1,30.4,47.8,2,7.7,0.0,High,Good,7,10.0,3.0,68.14
6,4500,2.6,4.9,28.5,35.2,1,5.2,10.5,Medium,Moderate,8,10.0,2.37,85.15
48,3000,4.9,7.4,31.8,72.4,7,2.8,6.0,Medium,Moderate,5,10.0,2.95,50.0
2,4000,6.8,11.6,36.8,66.7,4,1.2,8.4,Low,Good,6,10.0,4.01,77.75
19,4000,8.1,12.8,34.1,5.3,1,1.3,16.7,High,Poor,8,10.0,3.39,72.56
19,5000,7.4,11.4,31.2,60.5,0,7.1,10.0,Medium,Good,8,10.0,3.15,72.9
29,4500,6.2,9.5,30.9,83.7,2,2.9,11.5,Low,Good,7,10.0,2.77,62.45
34,4500,8.4,15.8,32.1,17.6,2,4.7,7.6,Low,Good,8,10.0,3.16,63.2
34,3000,6.3,8.5,29.3,95.3,4,3.0,6.3,Medium,Moderate,6,10.0,2.39,60.75
48,4500,5.3,6.9,30.9,88.1,1,6.1,2.8,Medium,Moderate,7,10.0,3.01,51.77
38,3000,8.5,12.4,30.3,74.6,0,7.3,13.6,Low,Good,7,10.0,2.95,54.86
26,4000,6.9,11.8,28.9,24.9,7,1.0,17.7,Low,Moderate,5,10.0,2.14,68.48
25,4000,8.1,9.7,31.9,53.4,4,6.3,15.9,Low,Moderate,6,10.0,3.26,63.42
13,4000,3.1,3.0,31.6,39.8,7,3.7,4.1,Medium,Moderate,6,10.0,2.99,78.4
16,4000,3.8,5.3,30.2,42.9,0,2.3,16.3,Low,Moderate,8,10.0,2.54,75.69
17,4000,3.9,7.9,31.3,25.7,7,3.4,9.2,Low,Moderate,6,10.0,2.89,71.02
44,3000,5.9,8.8,36.0,67.1,1,5.6,17.4,High,Good,7,10.0,4.17,50.0
28,4000,9.1,12.6,36.0,60.5,4,5.9,11.9,Medium,Poor,6,10.0,4.18,60.73
19,3000,3.2,5.7,31.5,46.7,0,4.7,11.6,Low,Good,8,10.0,3.03,70.45
26,4000,7.3,12.6,34.3,89.1,3,2.3,11.7,Medium,Good,6,10.0,3.5,60.55
17,3000,3.1,4.0,31.9,60.6,2,0.4,1.5,High,Good,7,10.0,2.8,71.59
3,3000,9.7,15.1,33.9,56.4,1,3.9,3.7,Low,Good,7,10.0,3.53,75.2
0,3000,2.3,3.6,26.8,46.8,2,7.3,6.9,Medium,Moderate,7,10.0,2.12,85.46
0,4500,7.0,11.0,34.6,32.1,6,1.8,8.2,High,Good,5,10.0,3.55,82.09
25,3000,7.3,10.4,33.6,35.9,0,3.3,10.6,Medium,Moderate,8,10.0,3.42,66.63
44,3000,6.7,10.7,31.4,51.8,4,2.2,7.7,High,Good,6,10.0,2.82,57.15
19,4000,3.7,6.5,33.4,60.2,0,1.1,7.5,Medium,Good,8,10.0,3.21,71.51
22,3000,3.4,5.8,29.7,46.4,6,3.5,16.2,Low,Moderate,5,10.0,2.53,68.65
9,3000,8.0,10.4,32.6,7.9,5,1.7,16.8,Medium,Good,7,10.0,3.08,77.75
10,5000,7.6,10.0,35.4,45.0,3,5.1,13.0,High,Good,6,10.0,3.97,71.64
40,4500,7.6,10.7,34.4,14.8,3,8.3,6.4,Low,Good,7,10.0,3.98,57.39
40,5000,7.8,12.0,37.5,54.5,7,4.6,12.1,High,Moderate,4,10.0,4.43,50.0
4,4000,2.4,4.2,30.7,45.6,1,1.1,16.4,Medium,Moderate,7,10.0,2.58,81.71
0,4500,2.4,3.0,35.2,65.3,6,3.2,8.8,Medium,Good,5,10.0,3.79,80.28
16,4500,4.2,6.6,28.1,21.8,2,3.1,16.7,Low,Poor,8,10.0,2.13,79.33
21,5000,4.5,7.8,32.6,65.4,5,3.5,19.7,Medium,Moderate,6,10.0,3.2,64.09
33,4500,4.3,7.2,26.1,10.6,0,7.5,14.9,High,Moderate,9,10.0,1.99,70.37
44,5000,6.1,8.6,28.1,48.4,5,1.1,13.1,Low,Moderate,5,10.0,1.97,60.66
40,3000,7.7,11.2,33.7,69.0,6,3.7,11.7,High,Good,5,10.0,3.48,50.74
28,5000,4.9,6.1,30.5,62.6,7,1.7,13.2,Low,Good,5,10.0,2.58,63.72
3,4500,3.9,7.5,30.4,62.5,3,0.6,12.1,Low,Good,6,10.0,2.48,83.52
4,4500,7.1,11.2,35.1,57.6,7,7.1,3.9,Low,Good,5,10.0,4.05,76.58
10,4000,4.9,5.8,29.5,30.6,4,4.4,16.7,Medium,Good,7,10.0,2.53,78.49
20,4000,5.7,9.8,28.4,75.6,0,3.7,10.4,Medium,Moderate,8,10.0,2.23,74.61
34,4000,4.8,7.9,31.6,80.0,1,0.9,22.2,Low,Moderate,7,10.0,2.77,61.46
11,4000,6.2,10.5,30.5,16.4,7,1.3,23.8,Low,Moderate,5,10.0,2.55,79.25
25,4500,3.5,4.6,33.2,73.3,4,1.4,8.7,Medium,Good,6,10.0,3.18,65.55
18,4000,7.0,10.0,32.4,62.0,2,3.8,11.0,Medium,Good,7,10.0,3.17,71.81
44,5000,5.4,7.3,33.3,85.6,1,3.3,7.8,High,Moderate,6,10.0,3.35,51.49
6,3000,4.0,8.1,30.3,34.7,2,2.1,5.2,High,Moderate,8,10.0,2.56,83.93
46,4500,6.6,9.3,31.8,16.3,2,6.3,9.7,Low,Good,8,10.0,3.24,53.88
6,4000,4.0,5.0,25.6,55.8,3,3.1,10.2,Low,Moderate,7,10.0,1.55,83.52
25,4500,4.1,5.4,33.6,53.6,6,3.4,3.5,High,Moderate,6,10.0,3.43,65.92
39,4000,3.1,4.3,27.7,37.0,7,5.6,4.4,Low,Good,6,10.0,2.22,64.96
4,4500,2.1,4.7,29.0,31.1,5,1.1,0.0,High,Good,6,10.0,2.17,87.76
20,4000,6.6,10.1,31.6,59.0,6,0.8,4.2,High,Good,6,10.0,2.77,69.83
13,3000,7.8,13.0,33.0,58.8,7,3.4,14.2,High,Good,5,10.0,3.29,69.87
3,4000,4.6,7.2,32.0,39.4,2,3.7,17.2,Medium,Good,9,10.0,3.07,83.62
22,5000,3.9,5.7,29.4,86.3,4,2.1,0.1,Low,Good,6,10.0,2.34,70.43
41,4500,1.9,3.0,31.4,42.8,4,3.8,3.3,High,Good,6,10.0,2.96,59.71
19,4500,1.2,3.3,33.3,84.0,6,3.4,16.1,Medium,Good,5,10.0,3.36,69.18
14,5000,7.0,11.4,31.9,68.3,4,1.3,5.7,Medium,Moderate,5,10.0,2.89,70.08
44,5000,1.6,3.4,28.3,30.4,5,2.5,7.7,Low,Good,7,10.0,2.13,58.94
28,3000,3.2,5.7,28.3,15.0,0,2.4,6.6,High,Good,9,10.0,2.12,75.62
7,4500,6.1,8.4,30.6,46.1,5,3.4,14.6,Low,Good,6,10.0,2.72,76.31
40,3000,5.7,8.8,32.9,63.6,3,0.9,18.4,High,Good,7,10.0,3.08,58.52
47,4500,6.1,10.3,28.2,63.7,5,2.9,10.4,High,Good,6,10.0,2.12,52.62
18,4500,5.5,9.2,30.3,17.7,3,1.6,7.8,Medium,Poor,7,10.0,2.52,77.29
47,3000,4.8,7.3,31.7,77.8,4,5.3,8.9,High,Good,5,10.0,3.12,52.73
38,4500,3.2,6.8,26.0,79.2,7,4.9,14.5,Medium,Good,4,10.0,1.77,56.97
45,4500,4.2,6.9,28.7,71.5,0,12.0,12.6,High,Good,7,10.0,2.93,53.73
27,3000,4.9,8.7,28.2,43.6,7,7.7,8.7,Low,Moderate,5,10.0,2.49,64.93
45,4000,1.7,3.0,27.7,70.7,5,2.6,9.8,High,Good,6,10.0,1.99,56.01
26,3000,3.9,5.5,33.0,31.6,2,1.7,6.4,Medium,Moderate,7,10.0,3.15,71.05
3,4500,4.8,8.1,27.8,51.3,2,3.5,6.7,Medium,Poor,7,10.0,2.08,85.17
14,5000,4.1,6.9,28.9,45.0,2,12.2,3.0,Medium,Moderate,8,10.0,2.99,74.12
34,4000,4.8,7.6,31.6,56.4,3,5.0,15.7,Medium,Good,6,10.0,3.08,61.01
36,5000,6.8,9.4,30.2,53.7,2,1.8,0.0,Medium,Good,7,10.0,2.51,61.3
0,4000,7.1,11.6,30.8,8.3,0,4.2,11.4,Medium,Moderate,9,10.0,2.83,83.53
2,5000,8.5,12.0,35.6,68.0,0,8.6,9.9,Low,Good,8,10.0,4.28,75.13
46,4000,2.5,4.5,29.2,18.5,5,2.2,9.5,High,Good,7,10.0,2.31,59.01
23,3000,4.7,5.9,27.0,78.0,7,3.4,6.9,Low,Good,5,10.0,1.9,71.61
26,4000,8.0,11.1,30.4,79.2,5,18.1,8.5,Low,Moderate,5,10.0,3.78,60.36
39,4000,2.0,3.3,34.7,64.8,2,3.8,18.8,Low,Good,7,10.0,3.71,53.12
35,4000,3.1,5.3,32.6,52.4,3,1.6,10.4,High,Good,7,10.0,3.07,61.65
